,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,FID_,X_UTM,Y_UTM,StudySite,ESUnumber,CropType,Scientific,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,LAI_g_B,fCover,LicorLAI,Pocket_LAI,AccuPAR,443_1,490_1,560_1,665_1,705_1,740_1,783_1,842_1,865_1,945_1,1610_1,2190_1
53,POINT (345266.39401612885 4627200.7673262125),2017-07-21,0.073,0.1162,0.1679,0.3124,0.2063,0.2675,0.2988,0.3387,0.3821,0.2653,0,0,0,0,27,144,1,81,2017-07-31,-10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170731-111220-771_L2A_T30TUM_D_V1-7_roi_0.tif,53.0,345266.394015,4627200.76721,MR,51.0,GARBANZOS,Cicer arietinum,0.45,0.2,N,SE,225SW,CL,S,R,0.0,VPG,LAI mixto muchas hierbas verdes intercaladas,mixto,0.0,0.0,0.0,0.73,0.0635,0.0625,0.1048,0.1254,0.1926,0.2929,0.327,0.3445,0.3626,0.367,0.35,0.2444
25,POINT (345666.74400112557 4626169.109116204),2017-06-20,0.0907,0.1406,0.2182,0.2856,0.2366,0.2561,0.2752,0.3015,0.4605,0.3899,0,0,0,0,24,140,1,81,2017-07-11,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,10.0,345666.744,4626169.109,MR,11.0,ALPISTE,Phalaris canariensis,0.5,0.18,N,SE,182S,PC,D,R,0.0,VPG,alpiste no de uso alimentario,b,0.0,0.712,0.88,0.676,0.0714,0.104,0.161,0.2419,0.2666,0.2801,0.2989,0.3256,0.3344,0.3195,0.467,0.3607
26,POINT (345851.1670011241 4626181.927116203),2017-06-20,0.0948,0.1411,0.2076,0.2658,0.2262,0.2404,0.2552,0.2813,0.4066,0.3162,0,0,0,0,24,140,1,81,2017-07-11,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,6.0,345851.167,4626181.927,MR,7.0,TRIGO,Triticum spp,0.4,0.18,N,SE,180S,OV,D,R,0.0,VPG,trigo,b,0.0,0.902,1.34,0.9775,0.0633,0.0748,0.1189,0.1995,0.2397,0.2552,0.2715,0.2864,0.3037,0.306,0.3904,0.2782
27,POINT (345777.11610112374 4626237.410116205),2017-06-20,0.1142,0.1639,0.2366,0.2983,0.2558,0.2748,0.2901,0.3208,0.4696,0.3828,0,0,0,0,24,140,1,81,2017-07-11,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,5.0,345777.1161,4626237.41,MR,6.0,CEBADA,Secale cereale,0.0,0.0,N,SE,50NE,OV,D,R,0.0,VPG,,b,0.0,1.55,1.146666667,1.1875,0.0825,0.0983,0.1401,0.2292,0.2537,0.277,0.3001,0.3251,0.3403,0.3688,0.4333,0.2896
48,POINT (345558.2730921254 4626467.6729861945),2017-07-21,0.1227,0.1802,0.2662,0.3575,0.2978,0.3201,0.3451,0.3871,0.4589,0.3249,0,0,0,0,28,145,0,85,2017-08-05,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20170805-111706-385_L2A_T30TUM_D_V1-7_roi_0.tif,50.0,345558.273091,4626467.67287,MR,0.0,CENTENO,Secale cereale,1.3,0.15,N,SE,324NW,CL,D,I,0.0,VPG,"Cosecharan proximamente, el 24 de julio probablemente",b,0.0,0.0,0.0,1.854,0.0233,0.0369,0.0516,0.0835,0.105,0.1138,0.128,0.1444,0.1535,0.1518,0.234,0.1653
29,POINT (345561.98820112646 4626465.426116207),2017-06-20,0.0412,0.0611,0.0934,0.1433,0.1073,0.1167,0.1332,0.1582,0.2252,0.1577,0,0,0,0,24,140,1,82,2017-07-11,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,7.0,345561.9882,4626465.426,MR,8.0,CENTENO,Secale cereale,1.4,0.32,N,MA,315NO,OV,D,IP,0.0,VPG,centeno regadio,b,0.0,4.01,4.126666667,2.0475,0.0637,0.0678,0.0906,0.1367,0.1737,0.1994,0.2321,0.2541,0.2797,0.3043,0.2511,0.1598
30,POINT (354357.7126010594 4618711.336116123),2017-06-22,0.1581,0.2252,0.2971,0.3894,0.3107,0.3358,0.3663,0.4009,0.4965,0.3741,0,0,0,0,23,140,0,38,2017-07-11,-19 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,44.0,354357.7126,4618711.336,ITA,45.0,AVENA,Avena sativa,0.45,0.12,N,SE,105E,PC,D,R,0.0,VPG,avena muy baja,b,0.0,0.33,0.856666667,0.35,0.118,0.1664,0.2249,0.2941,0.3371,0.355,0.3772,0.3951,0.4131,0.3769,0.493,0.3658
51,POINT (345550.53916512674 4627059.061126212),2017-07-21,0.0369,0.0777,0.0536,0.3955,0.1134,0.3265,0.3876,0.4103,0.1798,0.0919,0,0,0,0,28,145,1,85,2017-08-05,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20170805-111706-385_L2A_T30TUM_D_V1-7_roi_0.tif,52.0,345550.539164,4627059.06101,MR,0.0,GIRASOL,Helianthus annuus,1.5,0.4,B,FL,240SW,CL,D,I,0.0,VPG,,g,0.0,0.0,0.0,3.944,0.0213,0.0273,0.0662,0.051,0.1191,0.3781,0.4368,0.4298,0.4391,0.464,0.2229,0.1258
32,POINT (357145.0710010392 4618855.345116116),2017-06-22,0.1163,0.1798,0.2631,0.3776,0.2969,0.3443,0.3717,0.4022,0.4541,0.3439,0,0,0,0,23,140,0,206,2017-07-11,-19 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,42.0,357145.071,4618855.345,ITA,43.0,AVENA,Avena sativa,0.55,0.12,N,SE,105E,PC,D,R,0.0,VPG,parcela estrecha,b,0.0,0.89,1.746666667,1.0375,0.0831,0.1006,0.1532,0.2271,0.284,0.3264,0.3559,0.3686,0.3825,0.3412,0.4127,0.3072
53,POINT (345266.39401612885 4627200.7673262125),2017-07-21,0.0805,0.1233,0.1816,0.3074,0.2078,0.2588,0.2884,0.3297,0.3891,0.2658,0,0,0,0,28,145,1,86,2017-08-05,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20170805-111706-385_L2A_T30TUM_D_V1-7_roi_0.tif,53.0,345266.394015,4627200.76721,MR,51.0,GARBANZOS,Cicer arietinum,0.45,0.2,N,SE,225SW,CL,S,R,0.0,VPG,LAI mixto muchas hierbas verdes intercaladas,mixto,0.0,0.0,0.0,0.73,0.0635,0.0625,0.1048,0.1254,0.1926,0.2929,0.327,0.3445,0.3626,0.367,0.35,0.2444
34,POINT (347793.1110011098 4628115.7631162265),2017-06-21,0.056,0.0912,0.1252,0.215,0.1432,0.1715,0.1899,0.2265,0.3298,0.2489,0,0,0,0,24,140,0,79,2017-07-11,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,12.0,347793.111,4628115.763,MR,13.0,ADORMIDERA,Papaver somniferum,1.06,0.2,B,MA,0,CL,D,IP,0.0,VPG,adormidera 2 regadio cobertura total,g,0.0,3.28,3.446666667,1.903333333,0.054,0.05,0.0829,0.0608,0.1327,0.3201,0.3825,0.3997,0.4018,0.3451,0.2045,0.1126
55,POINT (347026.9671011162 4627834.925116211),2017-06-21,0.1301,0.1763,0.2442,0.3224,0.2626,0.2871,0.3061,0.342,0.4553,0.3039,0,0,0,0,28,145,0,83,2017-08-05,-45 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20170805-111706-385_L2A_T30TUM_D_V1-7_roi_0.tif,14.0,347026.9671,4627834.925,MR,15.0,COLZA,Brassica napus,1.7,0.25,B,SE,0,CL,D,I,0.0,VPG,colza con 3 regados. es la misma parcela que la ESU14. Sin lineas de plantacion definidas. Medida LI2000 dudosa,b,0.0,1.22,2.78,1.215,0.0617,0.0801,0.1163,0.1871,0.2282,0.2349,0.2607,0.2749,0.3091,0.3105,0.3569,0.2425
56,POINT (347175.6368011142 4627942.735116223),2017-06-21,0.13,0.1778,0.247,0.3204,0.2659,0.2863,0.3059,0.3425,0.4622,0.3165,0,0,0,0,28,145,0,83,2017-08-05,-45 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20170805-111706-385_L2A_T30TUM_D_V1-7_roi_0.tif,13.0,347175.6368,4627942.735,MR,14.0,COLZA,Brassica napus,1.7,0.25,B,SE,0,CL,D,I,0.0,VPG,colza con 3 regados segun agricultor sin orientacion,b,0.0,1.16,1.923333333,2.052,0.0618,0.0811,0.1186,0.1827,0.2227,0.2386,0.2695,0.2862,0.3109,0.3046,0.3746,0.2688
37,POINT (347861.8393011093 4628128.655116225),2017-06-21,0.0453,0.0677,0.1082,0.1722,0.1227,0.1439,0.1606,0.1903,0.3144,0.2453,0,0,0,0,24,140,0,79,2017-07-11,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,11.0,347861.8393,4628128.655,MR,12.0,ADORMIDERA,Papaver somniferum,1.08,0.15,B,MA,0,CL,D,IP,0.0,VPG,adormidera sin orientacion con pivot,g,0.0,4.18,2.643333333,1.545660369,0.0569,0.0579,0.097,0.1089,0.1468,0.3076,0.3515,0.3446,0.3841,0.377,0.2479,0.1528
9,POINT (358393.73730102903 4618655.344116115),2017-06-22,0.0912,0.1275,0.1853,0.3051,0.2128,0.2513,0.2721,0.3185,0.3583,0.2619,0,0,0,0,33,152,0,210,2017-08-25,-64 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20170825-111247-234_L2A_T30TUM_D_V1-7_roi_0.tif,36.0,358393.7373,4618655.344,ITA,37.0,PATATA,Solanum tuberosum,0.7,0.6,B,MA,200S,PC,D,I,0.0,VPG,flor caida no hace mucho,g,0.0,3.31,3.493333333,2.695,0.0527,0.0427,0.0907,0.0573,0.1577,0.446,0.5421,0.5339,0.5363,0.4878,0.2441,0.1402
39,POINT (343614.0719011391 4625279.743116181),2017-06-21,0.0921,0.1434,0.2276,0.3307,0.2557,0.2896,0.3173,0.3499,0.4449,0.3574,0,0,0,0,24,140,1,84,2017-07-11,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,20.0,343614.0719,4625279.743,MR,21.0,GARBANZOS,Cicer arietinum,0.38,0.2,N,MA,100E,CL,D,R,0.0,VPG,garbanzos verde y amarillo con hierbas verdes. LAI mixto,b,0.0,0.719,1.456666667,1.17,0.0772,0.0987,0.1629,0.2288,0.3078,0.3477,0.3755,0.3775,0.4013,0.3661,0.3901,0.283
40,POINT (345239.5813011285 4625891.96411619),2017-06-21,0.0807,0.1239,0.1863,0.2507,0.2059,0.2236,0.244,0.2697,0.4319,0.351,0,0,0,0,24,140,1,82,2017-07-11,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,17.0,345239.5813,4625891.964,MR,18.0,VEZA,Vicia sativa,0.3,0.2,N,SE,90E,CL,D,R,0.0,VPG,Veza,b,0.0,0.54,0.706666667,0.854,0.0669,0.0865,0.1291,0.2111,0.2487,0.2629,0.2858,0.304,0.3289,0.3231,0.445,0.309
41,POINT (344668.3902011326 4625978.6601162),2017-06-21,0.0772,0.1159,0.1782,0.2456,0.1983,0.2162,0.237,0.2632,0.4272,0.3448,0,0,0,0,24,140,1,83,2017-07-11,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,18.0,344668.3902,4625978.66,MR,19.0,VEZA,Vicia sativa,0.38,0.13,N,SE,80E,CL,D,R,0.0,VPG,Veza es la misma parcela que la ESU18,b,0.0,0.542,0.773333333,0.9325,0.0649,0.0814,0.1272,0.2063,0.2551,0.2689,0.2961,0.3031,0.3359,0.3249,0.445,0.3179
42,POINT (344721.19090113137 4626045.09411619),2017-06-21,0.0924,0.1284,0.1802,0.2385,0.1941,0.2129,0.2296,0.2559,0.4089,0.3157,0,0,0,0,24,140,1,83,2017-07-11,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,19.0,344721.1909,4626045.094,MR,20.0,TRIGO,Triticum spp,0.55,0.12,N,SE,350N,CL,D,R,0.0,VPG,trigo,b,0.0,0.92,1.666666667,0.876,0.0602,0.073,0.1031,0.1606,0.1814,0.2056,0.2316,0.25,0.271,0.2817,0.3674,0.2461
43,POINT (344248.93920113595 4626437.627116206),2017-06-20,0.0299,0.0725,0.0285,0.6347,0.1062,0.4917,0.6266,0.6407,0.1384,0.0531,0,0,0,0,24,140,1,83,2017-07-11,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20170711-111223-375_L2A_T30TUM_D_V1-7_roi_0.tif,3.0,344248.9392,4626437.627,MR,4.0,REMOLACHA,Beta vulgaris,0.55,0.5,B,GU,150SE,OV,D,IP,0.0,VPG,remolacha regadio,g,0.0,2.87,2.81,3.342,0.0481,0.0253,0.0722,0.0228,0.1175,0.5008,0.6158,0.6119,0.6169,0.4765,0.176,0.0772
